"","Year","Country Name","Indicator Name","Value","Month","Palestinians Killed","Israelis Killed","Poverty_Level","Total_Killed"
"1353","2011","West Bank and Gaza","Income share held by fourth 20%",22,"MAY",2,0,"medium_poverty",2
"1354","2011","West Bank and Gaza","Income share held by fourth 20%",22,"JUNE",0,0,"medium_poverty",0
"1355","2011","West Bank and Gaza","Income share held by fourth 20%",22,"AUGUST",30,1,"medium_poverty",31
"1356","2011","West Bank and Gaza","Income share held by fourth 20%",22,"JULY",4,0,"medium_poverty",4
"1357","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"MARCH",15,5,"high_poverty",20
"1358","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"FEBRUARY",6,0,"high_poverty",6
"1359","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"JANUARY",10,0,"high_poverty",10
"1360","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"APRIL",24,2,"high_poverty",26
"1361","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"SEPTEMBER",2,2,"high_poverty",4
"1362","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"DECEMBER",8,0,"high_poverty",8
"1363","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"NOVEMBER",4,0,"high_poverty",4
"1364","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"OCTOBER",12,0,"high_poverty",12
"1365","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"MAY",2,0,"high_poverty",2
"1366","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"JUNE",0,0,"high_poverty",0
"1367","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"AUGUST",30,1,"high_poverty",31
"1368","2011","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",1.8,"JULY",4,0,"high_poverty",4
"1369","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"MARCH",28,0,"medium_poverty",28
"1370","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"FEBRUARY",2,0,"medium_poverty",2
"1371","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"JANUARY",2,0,"medium_poverty",2
"1372","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"SEPTEMBER",8,0,"medium_poverty",8
"1373","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"DECEMBER",2,0,"medium_poverty",2
"1374","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"NOVEMBER",181,6,"medium_poverty",187
"1375","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"OCTOBER",12,0,"medium_poverty",12
"1376","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"MAY",0,0,"medium_poverty",0
"1377","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"AUGUST",1,0,"medium_poverty",1
"1378","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"JULY",3,0,"medium_poverty",3
"1379","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"JUNE",15,1,"medium_poverty",16
"1380","2012","West Bank and Gaza","Population living in slums (% of urban population)",23.35102,"APRIL",1,0,"medium_poverty",1
"1381","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"JANUARY",6,0,"medium_poverty",6
"1382","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"DECEMBER",5,0,"medium_poverty",5
"1383","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"NOVEMBER",8,10,"medium_poverty",18
"1384","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"OCTOBER",8,2,"medium_poverty",10
"1385","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"SEPTEMBER",20,0,"medium_poverty",20
"1386","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"AUGUST",614,9,"medium_poverty",623
"1387","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"JULY",1590,59,"medium_poverty",1649
"1388","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"JUNE",10,3,"medium_poverty",13
"1389","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"MAY",3,1,"medium_poverty",4
"1390","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"APRIL",0,1,"medium_poverty",1
"1391","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"MARCH",12,0,"medium_poverty",12
"1392","2014","West Bank and Gaza","Population living in slums (% of urban population)",21.44433,"FEBRUARY",3,0,"medium_poverty",3
"1393","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"DECEMBER",5,0,"medium_poverty",5
"1394","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"NOVEMBER",6,0,"medium_poverty",6
"1395","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"AUGUST",3,0,"medium_poverty",3
"1396","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"JULY",9,1,"medium_poverty",10
"1397","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"JUNE",7,5,"medium_poverty",12
"1398","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"MAY",3,0,"medium_poverty",3
"1399","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"APRIL",3,0,"medium_poverty",3
"1400","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"MARCH",23,0,"medium_poverty",23
"1401","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"FEBRUARY",17,2,"medium_poverty",19
"1402","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"JANUARY",20,2,"medium_poverty",22
"1403","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"OCTOBER",8,2,"medium_poverty",10
"1404","2016","West Bank and Gaza","Population living in slums (% of urban population)",19.53763,"SEPTEMBER",11,0,"medium_poverty",11
"1405","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"DECEMBER",5,0,"medium_poverty",5
"1406","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"NOVEMBER",6,0,"medium_poverty",6
"1407","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"AUGUST",3,0,"medium_poverty",3
"1408","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"JULY",9,1,"medium_poverty",10
"1409","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"JUNE",7,5,"medium_poverty",12
"1410","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"MAY",3,0,"medium_poverty",3
"1411","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"APRIL",3,0,"medium_poverty",3
"1412","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"MARCH",23,0,"medium_poverty",23
"1413","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"FEBRUARY",17,2,"medium_poverty",19
"1414","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"JANUARY",20,2,"medium_poverty",22
"1415","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"OCTOBER",8,2,"medium_poverty",10
"1416","2016","West Bank and Gaza","Income share held by highest 10%",25.2,"SEPTEMBER",11,0,"medium_poverty",11
"1417","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"DECEMBER",5,0,"high_poverty",5
"1418","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"NOVEMBER",6,0,"high_poverty",6
"1419","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"AUGUST",3,0,"high_poverty",3
"1420","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"JULY",9,1,"high_poverty",10
"1421","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"JUNE",7,5,"high_poverty",12
"1422","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"MAY",3,0,"high_poverty",3
"1423","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"APRIL",3,0,"high_poverty",3
"1424","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"MARCH",23,0,"high_poverty",23
"1425","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"FEBRUARY",17,2,"high_poverty",19
"1426","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"JANUARY",20,2,"high_poverty",22
"1427","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"OCTOBER",8,2,"high_poverty",10
"1428","2016","West Bank and Gaza","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",6.63,"SEPTEMBER",11,0,"high_poverty",11
"1429","2016","West Bank and Gaza","Income share held by third 20%",16.6,"DECEMBER",5,0,"medium_poverty",5
"1430","2016","West Bank and Gaza","Income share held by third 20%",16.6,"NOVEMBER",6,0,"medium_poverty",6
"1431","2016","West Bank and Gaza","Income share held by third 20%",16.6,"AUGUST",3,0,"medium_poverty",3
"1432","2016","West Bank and Gaza","Income share held by third 20%",16.6,"JULY",9,1,"medium_poverty",10
"1433","2016","West Bank and Gaza","Income share held by third 20%",16.6,"JUNE",7,5,"medium_poverty",12
"1434","2016","West Bank and Gaza","Income share held by third 20%",16.6,"MAY",3,0,"medium_poverty",3
"1435","2016","West Bank and Gaza","Income share held by third 20%",16.6,"APRIL",3,0,"medium_poverty",3
"1436","2016","West Bank and Gaza","Income share held by third 20%",16.6,"MARCH",23,0,"medium_poverty",23
"1437","2016","West Bank and Gaza","Income share held by third 20%",16.6,"FEBRUARY",17,2,"medium_poverty",19
"1438","2016","West Bank and Gaza","Income share held by third 20%",16.6,"JANUARY",20,2,"medium_poverty",22
"1439","2016","West Bank and Gaza","Income share held by third 20%",16.6,"OCTOBER",8,2,"medium_poverty",10
"1440","2016","West Bank and Gaza","Income share held by third 20%",16.6,"SEPTEMBER",11,0,"medium_poverty",11
"1441","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"DECEMBER",5,0,"high_poverty",5
"1442","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"NOVEMBER",6,0,"high_poverty",6
"1443","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"AUGUST",3,0,"high_poverty",3
"1444","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"JULY",9,1,"high_poverty",10
"1445","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"JUNE",7,5,"high_poverty",12
"1446","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"MAY",3,0,"high_poverty",3
"1447","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"APRIL",3,0,"high_poverty",3
"1448","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"MARCH",23,0,"high_poverty",23
"1449","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"FEBRUARY",17,2,"high_poverty",19
"1450","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"JANUARY",20,2,"high_poverty",22
"1451","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"OCTOBER",8,2,"high_poverty",10
"1452","2016","West Bank and Gaza","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.89,"SEPTEMBER",11,0,"high_poverty",11
"1453","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"DECEMBER",5,0,"low_poverty",5
"1454","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"NOVEMBER",6,0,"low_poverty",6
"1455","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"AUGUST",3,0,"low_poverty",3
"1456","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"JULY",9,1,"low_poverty",10
"1457","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"JUNE",7,5,"low_poverty",12
"1458","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"MAY",3,0,"low_poverty",3
"1459","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"APRIL",3,0,"low_poverty",3
"1460","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"MARCH",23,0,"low_poverty",23
"1461","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"FEBRUARY",17,2,"low_poverty",19
"1462","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"JANUARY",20,2,"low_poverty",22
"1463","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"OCTOBER",8,2,"low_poverty",10
"1464","2016","West Bank and Gaza","Survey mean consumption or income per capita, total population (2017 PPP $ per day)",13.83,"SEPTEMBER",11,0,"low_poverty",11
"1465","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"DECEMBER",5,0,"medium_poverty",5
"1466","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"NOVEMBER",6,0,"medium_poverty",6
"1467","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"AUGUST",3,0,"medium_poverty",3
"1468","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"JULY",9,1,"medium_poverty",10
"1469","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"JUNE",7,5,"medium_poverty",12
"1470","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"MAY",3,0,"medium_poverty",3
"1471","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"APRIL",3,0,"medium_poverty",3
"1472","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"MARCH",23,0,"medium_poverty",23
"1473","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"FEBRUARY",17,2,"medium_poverty",19
"1474","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"JANUARY",20,2,"medium_poverty",22
"1475","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"OCTOBER",8,2,"medium_poverty",10
"1476","2016","West Bank and Gaza","Income share held by highest 20%",41.1,"SEPTEMBER",11,0,"medium_poverty",11
"1477","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"DECEMBER",5,0,"high_poverty",5
"1478","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"NOVEMBER",6,0,"high_poverty",6
"1479","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"AUGUST",3,0,"high_poverty",3
"1480","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"JULY",9,1,"high_poverty",10
"1481","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"JUNE",7,5,"high_poverty",12
"1482","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"MAY",3,0,"high_poverty",3
"1483","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"APRIL",3,0,"high_poverty",3
"1484","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"MARCH",23,0,"high_poverty",23
"1485","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"FEBRUARY",17,2,"high_poverty",19
"1486","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"JANUARY",20,2,"high_poverty",22
"1487","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"OCTOBER",8,2,"high_poverty",10
"1488","2016","West Bank and Gaza","Poverty gap at $6.85 a day (2017 PPP) (%)",5.3,"SEPTEMBER",11,0,"high_poverty",11
"1489","2016","West Bank and Gaza","Income share held by second 20%",11.9,"DECEMBER",5,0,"medium_poverty",5
"1490","2016","West Bank and Gaza","Income share held by second 20%",11.9,"NOVEMBER",6,0,"medium_poverty",6
"1491","2016","West Bank and Gaza","Income share held by second 20%",11.9,"AUGUST",3,0,"medium_poverty",3
"1492","2016","West Bank and Gaza","Income share held by second 20%",11.9,"JULY",9,1,"medium_poverty",10
"1493","2016","West Bank and Gaza","Income share held by second 20%",11.9,"JUNE",7,5,"medium_poverty",12
"1494","2016","West Bank and Gaza","Income share held by second 20%",11.9,"MAY",3,0,"medium_poverty",3
"1495","2016","West Bank and Gaza","Income share held by second 20%",11.9,"APRIL",3,0,"medium_poverty",3
"1496","2016","West Bank and Gaza","Income share held by second 20%",11.9,"MARCH",23,0,"medium_poverty",23
"1497","2016","West Bank and Gaza","Income share held by second 20%",11.9,"FEBRUARY",17,2,"medium_poverty",19
"1498","2016","West Bank and Gaza","Income share held by second 20%",11.9,"JANUARY",20,2,"medium_poverty",22
"1499","2016","West Bank and Gaza","Income share held by second 20%",11.9,"OCTOBER",8,2,"medium_poverty",10
"1500","2016","West Bank and Gaza","Income share held by second 20%",11.9,"SEPTEMBER",11,0,"medium_poverty",11
"1501","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"DECEMBER",5,0,"medium_poverty",5
"1502","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"NOVEMBER",6,0,"medium_poverty",6
"1503","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"AUGUST",3,0,"medium_poverty",3
"1504","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"JULY",9,1,"medium_poverty",10
"1505","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"JUNE",7,5,"medium_poverty",12
"1506","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"MAY",3,0,"medium_poverty",3
"1507","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"APRIL",3,0,"medium_poverty",3
"1508","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"MARCH",23,0,"medium_poverty",23
"1509","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"FEBRUARY",17,2,"medium_poverty",19
"1510","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"JANUARY",20,2,"medium_poverty",22
"1511","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"OCTOBER",8,2,"medium_poverty",10
"1512","2016","West Bank and Gaza","Multidimensional poverty index (scale 0-1)",0.102,"SEPTEMBER",11,0,"medium_poverty",11
"1513","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"DECEMBER",5,0,"medium_poverty",5
"1514","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"NOVEMBER",6,0,"medium_poverty",6
"1515","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"AUGUST",3,0,"medium_poverty",3
"1516","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"JULY",9,1,"medium_poverty",10
"1517","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"JUNE",7,5,"medium_poverty",12
"1518","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"MAY",3,0,"medium_poverty",3
"1519","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"APRIL",3,0,"medium_poverty",3
"1520","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"MARCH",23,0,"medium_poverty",23
"1521","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"FEBRUARY",17,2,"medium_poverty",19
"1522","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"JANUARY",20,2,"medium_poverty",22
"1523","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"OCTOBER",8,2,"medium_poverty",10
"1524","2016","West Bank and Gaza","Poverty headcount ratio at national poverty lines (% of population)",29.2,"SEPTEMBER",11,0,"medium_poverty",11
"1525","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"DECEMBER",5,0,"medium_poverty",5
"1526","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"NOVEMBER",6,0,"medium_poverty",6
"1527","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"AUGUST",3,0,"medium_poverty",3
"1528","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"JULY",9,1,"medium_poverty",10
"1529","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"JUNE",7,5,"medium_poverty",12
"1530","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"MAY",3,0,"medium_poverty",3
"1531","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"APRIL",3,0,"medium_poverty",3
"1532","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"MARCH",23,0,"medium_poverty",23
"1533","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"FEBRUARY",17,2,"medium_poverty",19
"1534","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"JANUARY",20,2,"medium_poverty",22
"1535","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"OCTOBER",8,2,"medium_poverty",10
"1536","2016","West Bank and Gaza","Income share held by fourth 20%",23.2,"SEPTEMBER",11,0,"medium_poverty",11
"1537","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"DECEMBER",5,0,"high_poverty",5
"1538","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"NOVEMBER",6,0,"high_poverty",6
"1539","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"AUGUST",3,0,"high_poverty",3
"1540","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"JULY",9,1,"high_poverty",10
"1541","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"JUNE",7,5,"high_poverty",12
"1542","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"MAY",3,0,"high_poverty",3
"1543","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"APRIL",3,0,"high_poverty",3
"1544","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"MARCH",23,0,"high_poverty",23
"1545","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"FEBRUARY",17,2,"high_poverty",19
"1546","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"JANUARY",20,2,"high_poverty",22
"1547","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"OCTOBER",8,2,"high_poverty",10
"1548","2016","West Bank and Gaza","Income share held by lowest 20%",7.3,"SEPTEMBER",11,0,"high_poverty",11
"1549","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"DECEMBER",5,0,"high_poverty",5
"1550","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"NOVEMBER",6,0,"high_poverty",6
"1551","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"AUGUST",3,0,"high_poverty",3
"1552","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"JULY",9,1,"high_poverty",10
"1553","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"JUNE",7,5,"high_poverty",12
"1554","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"MAY",3,0,"high_poverty",3
"1555","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"APRIL",3,0,"high_poverty",3
"1556","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"MARCH",23,0,"high_poverty",23
"1557","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"FEBRUARY",17,2,"high_poverty",19
"1558","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"JANUARY",20,2,"high_poverty",22
"1559","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"OCTOBER",8,2,"high_poverty",10
"1560","2016","West Bank and Gaza","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)",20.5,"SEPTEMBER",11,0,"high_poverty",11
"1561","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"DECEMBER",5,0,"high_poverty",5
"1562","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"NOVEMBER",6,0,"high_poverty",6
"1563","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"AUGUST",3,0,"high_poverty",3
"1564","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"JULY",9,1,"high_poverty",10
"1565","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"JUNE",7,5,"high_poverty",12
"1566","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"MAY",3,0,"high_poverty",3
"1567","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"APRIL",3,0,"high_poverty",3
"1568","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"MARCH",23,0,"high_poverty",23
"1569","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"FEBRUARY",17,2,"high_poverty",19
"1570","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"JANUARY",20,2,"high_poverty",22
"1571","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"OCTOBER",8,2,"high_poverty",10
"1572","2016","West Bank and Gaza","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)",3.1,"SEPTEMBER",11,0,"high_poverty",11
"1573","2016","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0.1,"DECEMBER",5,0,"high_poverty",5
"1574","2016","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0.1,"NOVEMBER",6,0,"high_poverty",6
"1575","2016","West Bank and Gaza","Poverty gap at $2.15 a day (2017 PPP) (%)",0.1,"AUGUST",3,0,"high_poverty",3
